Key,Type,Desc,Українська
atb_name_ButcheringYield,Text,,"Врожай від забою"
atb_name_Clumsiness,Text,,"Неуклюжість"
atb_name_CombatPerception,Text,,"Бойове сприйняття"
atb_name_ConsciousnessLoss,Text,,"Втрата свідомості"
atb_name_ConsciousnessMax,Text,,"Максимальна свідомість"
atb_name_ConsciousnessStep,Text,,"Відновлення свідомості"
atb_name_ConstructionFail,Text,,"Ймовірність невдачі при будівництві"
atb_name_ConstructionSpeed,Text,,"Швидкість будівництва"
atb_name_ConsumptionSpeed,Text,,"Тривалість споживання"
atb_name_ConversationAvailabilityChance,Text,,"Ймовірність участі в соціальних взаємодіях"
atb_name_ConversationInteractionHoursCooldown,Text,,"Час між соціальними взаємодіями"
atb_name_CookingAmount,Text,,"Врожай приготування"
atb_name_CookingSpeed,Text,,"Швидкість приготування"
atb_name_CourteousAmount,Text,,"Кількість ввічливості"
atb_name_CraftingMiscSpeed,Text,,"Швидкість ремесел"
atb_name_CutAmount,Text,,"Кількість збирання"
atb_name_CutFail,Text,,"Ймовірність невдачі при збиранні"
atb_name_CutSpeed,Text,,"Швидкість збирання"
atb_name_CuttingStone,Text,,"Обробка каменю"
atb_name_DecomposeSpeed,Text,,"Швидкість розкладу"
atb_name_EvadeChance,Text,,"Ймовірність ухилення"
atb_name_GlobalWorkSpeed,Text,,"Загальна швидкість роботи"
atb_name_GlobalXPgain,Text,,"Отримання XP"
atb_name_HarvestAmount,Text,,"Кількість врожаю"
atb_name_HarvestAnimalSpeed,Text,,"Швидкість збору тварин"
atb_name_HarvestFail,Text,,"Ймовірність невдачі при зборі врожаю"
atb_name_HarvestSpeed,Text,,"Швидкість збору врожаю"
atb_name_HealthLoss,Text,,"Втрата здоров'я"
atb_name_HealthMax,Text,,"Максимум здоров'я"
atb_name_HealthRecovery,Text,,"Відновлення здоров'я"
atb_name_Hunger,Text,,"Апетит"
atb_name_HungerThreshold,Text,,"Поріг голоду"
atb_name_HuntingRetaliateChance,Text,,"Ймовірність помсти видобутку"
atb_name_HuntingRunChance,Text,,"Ймовірність втечі видобутку"
atb_name_HuntingVisibility,Text,,"Видимість під час полювання"
atb_name_MakeClayBrick,Text,,"Швидкість виготовлення цегли"
atb_name_MakeClothesSpeed,Text,,"Швидкість шиття"
atb_name_MeleeAttackSpeed,Text,,"Множник тривалості атаки ближнім боєм"
atb_name_MeleeChance,Text,,"Ймовірність влучити ближньою зброєю"
atb_name_MeleeDmg,Text,,"Множник шкоди ближньою зброєю"
atb_name_MineAmount,Text,,"Кількість видобутку"
atb_name_MineFail,Text,,"Ймовірність невдачі при видобутку"
atb_name_MineSpeed,Text,,"Швидкість видобутку"
atb_name_MoodChangeSpeed,Text,,"Швидкість зміни настрою"
atb_name_MoodTarget,Text,,"Ціль настрою"
atb_name_MotorFunction,Text,,"Моторна функція"
